place_name,sector,reviewer_name,rating,time,text,text_clean,sentiment,score,place_lat,place_lng
INDOMARET Menara Bakau,Hilltop Resort,Agus Susanto,4,setahun lalu,"Buat istirahat ketika perjalanan rekomended.kalo pagi ato sore view nya oke. Liat laut, kapal nyandar.",buat istirahat ketika perjalanan rekomended kalo pagi ato sore view nya ok  liat laut  kapal nyandar,Positif,0.9999622107,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,Meri fita sari,5,2 tahun lalu,"Better dibanding indomaret yg jl lintasnya, didepan indo nya ada banyak jajanan buat cemilan sore nunggu jam absen pulang, somaynya enaaak",better dibanding indomaret yang jl lintasnya  didepan indo nya ada banyak jajanan buat cemilan sore nunggu jam absen pulang  somaynya enaaak,Positif,0.9999580383,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,Rudi Andrian,5,6 tahun lalu,"Tempat yang paling nyaman untuk singgah karena disini banyak pendukung seperti makanan ringan seperti somay, martabak, gorengan, dan bahkan ada juga rumah makan padang, ditambah tempat duduk yang tersedia di luar kita dapat menikmati pemandangan laut bakau heni, jadi bagi kalian yang dalam perjalanan lelah dan ingin bersantai wajib untuk singgah di tempat ini, tepatnya di puncak tanjakan pasar bakau heni arah lintas timur,,",tempat yang paling nyaman untuk singgah karena disini banyak pendukung seperti makanan ringan seperti somay  martabak  gorengan  dan bahkan ada juga rumah makan padang  ditambah tempat duduk yang tersedia di luar kita dapat menikmati pemandangan laut bakau heni  jadi bagi kalian yang dalam perjalanan lelah dan ingin bersantai wajib untuk singgah di tempat ini  tepatnya di puncak tanjakan pasar bakau heni arah lintas timur,Positif,0.9999655485,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,Konita resiana,3,6 tahun lalu,"Lumayan nice tempatnya dan barang"" nya jg lengkap , tp sayang rest areanya sempit dan gak ada atapnya jdkalo siang panas bgt dan yg paling enaknya lg itu banyak pedagang umkm nya dan yg dijualnya jg macam"" gak hanya gorengan aja ada kebab dll jd enaklah buat sekedar icip"" makanan ringan dikala kita jenuh memakan snack😂😂 …",lumayan nice tempatnya dan barang  nya jg lengkap   tapi sayang rest areanya sempit dan tidak ada atapnya jdkalo siang panas banget dan yang paling enaknya lg itu banyak pedagang umkm nya dan yang dijualnya jg macam  tidak hanya gorengan aja ada kebab dll jd enaklah buat sekedar icip  makanan ringan dikala kita jenuh memakan snack,Positif,0.9999687672,-5.8628800000000005,105.7510012
Masjid BSI Bakauheni,Hilltop Resort,Achmad Harir,5,seminggu lalu,"Masjidnya megah, bersih, gagah, luas.
Tapi sayang susah aksesnya klo kendaraan mau ke tol, jdi muter2. Mubgkin ini akses buat yang mau jalan non tol.
Viewnya keren 360.
Mungkin karena sepi, jdi bbrapa fasilitas di kamar mandi udah ada yg rusak.","masjidnya megah  bersih  gagah  luas 
tapi sayang susah aksesnya klo kendaraan mau ke tol  jdi muter2  mubgkin ini akses buat yang mau jalan non tol 
pemandangan keren 360 
mungkin karena sepi  jdi bbrapa fasilitas di kamar mandi sudah ada yang rusak",Positif,0.9999682903,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Trisnanto Yuono,5,3 bulan lalu,"Alhamdulillah ada masjid BSI exit pelabuhan Bakauheni. Besar, bersih, semoga terus terawat. Masukkan : toilet laki lantai 2 harusnya ada kolam kecil utk cuci kaki utk menghindari najis di Selasar arah wudhu.. T.O.P",alhamdulillah ada masjid bsi exit pelabuhan bakauheni  besar  bersih  semoga terus terawat  masukkan   toilet laki lantai 2 harusnya ada kolam kecil untuk cuci kaki untuk menghindari najis di selasar arah wudhu   t o p,Positif,0.9999002218,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Santi Purwanti,5,5 bulan lalu,"Waktu perjalanan lintas Pulau Sumatera-Jawa, aku sempat mampir ke Masjid BSI Bakauheni dan jujur, ini salah satu tempat persinggahan yang paling nyaman buat istirahat sekaligus beribadah.

Masjidnya tenang, bersih, dan sangat terawat. Suasana di sekitarnya juga sejuk, dengan pemandangan khas Lampung yang bikin hati adem. Walaupun lokasinya dekat pelabuhan, tempat ini jauh dari hiruk-pikuk—benar-benar bikin tenang pikiran.

Interior masjidnya juga sederhana tapi elegan, cocok buat kamu yang cari tempat singgah untuk sholat dalam perjalanan jauh. Toiletnya bersih, tempat wudhu-nya nyaman, dan area parkirnya luas.

Kalau kamu sedang dalam perjalanan dan ingin rehat sejenak di tempat ibadah yang menenangkan, Masjid BSI Bakauheni ini recommended banget. Rasanya adem bukan cuma karena angin, tapi juga karena atmosfir spiritualnya yang kuat.","waktu perjalanan lintas pulau sumatera jawa  aku sempat mampir ke masjid bsi bakauheni dan jujur  ini salah satu tempat persinggahan yang paling nyaman buat istirahat sekaligus beribadah 

masjidnya tenang  bersih  dan sangat terawat  suasana di sekitarnya juga sejuk  dengan pemandangan khas lampung yang bikin hati adem  walaupun lokasinya dekat pelabuhan  tempat ini jauh dari hiruk pikuk benar benar bikin tenang pikiran 

interior masjidnya juga sederhana tapi elegan  cocok buat kamu yang cari tempat singgah untuk sholat dalam perjalanan jauh  toiletnya bersih  tempat wudhu nya nyaman  dan area parkirnya luas 

kalau kamu sedang dalam perjalanan dan ingin rehat sejenak di tempat ibadah yang menenangkan  masjid bsi bakauheni ini recommended banget  rasanya adem bukan cuma karena angin  tapi juga karena atmosfir spiritualnya yang kuat",Positif,0.9999673367,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,melisa maharani,4,sebulan lalu,"Sholat subuh disini post merapat ke pelabuhan bakau, sayangnya sempar ada miskom dengan penjga gerbang.. karna subuh2 gerbannya masih ditutup..

View dari tempat sholatnya bagus, terlihat menara siger dan selat sunda…","sholat subuh disini post merapat ke pelabuhan bakau  sayangnya sempar ada miskom dengan penjga gerbang   karena subuh2 gerbannya masih ditutup  

view dari tempat sholatnya bagus  terlihat menara siger dan selat sunda",Positif,0.9999654293,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Andri Saputra,5,2 bulan lalu,"Masjid nya bagus bersih rapih, pemandangannya indah view pelabuhan laut dan menara siger.",masjid nya bagus bersih rapih  pemandangannya indah view pelabuhan laut dan menara siger,Positif,0.999961853,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Annisa Maulida Muchlisina,4,3 minggu lalu,"Pernah kesini untuk shalat subuh. Tempatnya bersih tapi airnya tidak ada. Jadi, harus wudhu di gedung sebelah",pernah kesini untuk shalat subuh  tempatnya bersih tapi airnya tidak ada  jadi  harus wudhu di gedung sebelah,Positif,0.9996788502,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Selpiana Saputri,5,2 bulan lalu,"Masjid yg nyaman ,adem,bersih dan rapi.terdiri dri 3 Lantai..rame banget pada sore hari ad anak² yang belajar mengaji..buat fto² juga bagus dari lantai 2 ... pemandangan selat sunda ma jln tol, dn menara siger..bayar parkir 5rbu",masjid yang nyaman  adem bersih dan rapi terdiri dri 3 lantai  ramai banget pada sore hari ad anak² yang belajar mengaji  buat fto² juga bagus dari lantai 2     pemandangan selat sunda ma jln tol  dn menara siger  bayar parkir 5rbu,Positif,0.9999687672,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,anis setyowati,5,7 bulan lalu,"Bersih bgt masjidnya, desain arsitekturnya juga bagus, minimalis, sangat sejuk di dalam masjid, ada anjungan dengan backgroud menara siger, bisa bgt ambil foto dari sini, cuman wajib ga boleh pakai alas kaki yaa, karna masih masuk kawasan masjid.
Bayar parkir aja untuk motor 5rb.
Bisa jadi destinasi pertama setelah sandar sampai di bakau","bersih banget masjidnya  desain arsitekturnya juga bagus  minimalis  sangat sejuk di dalam masjid  ada anjungan dengan backgroud menara siger  bisa banget ambil foto dari sini  cuman wajib ga boleh pakai alas kaki yaa  karena masih masuk kawasan masjid 
bayar parkir aja untuk motor 5rb 
bisa jadi destinasi pertama setelah sandar sampai di bakau",Positif,0.9999684095,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Nanuy yaa,5,seminggu lalu,Bersih dan nyaman sekali. Menara siger dan pemandangan laut terlihat jelas dari sini ❤️,bersih dan nyaman sekali  menara siger dan pemandangan laut terlihat jelas dari sini,Positif,0.9999650717,-5.864864,105.7488752
Masjid BSI Bakauheni,Hilltop Resort,Yasya El Hakim,5,11 bulan lalu,"Masjid BSI Bakauheni ini bisa dibilang salah satu masjid megah di Lampung Selatan yang lokasinya strategis banget, dekat sama Pelabuhan Bakauheni. Desainnya modern dengan sentuhan khas islami yang elegan, jadi langsung mencuri perhatian pas pertama kali lihat. Bangunan yang megah dan bikin nyaman buat ibadah atau sekadar istirahat sejenak setelah perjalanan jauh.

Selain jadi tempat ibadah, masjid ini juga punya fasilitas yang lengkap. Area wudhunya luas, tempat parkirnya lega, dan ada juga tempat istirahat buat musafir yang butuh rehat sebentar. Yang bikin makin nyaman, suasananya adem dan bersih, cocok buat refleksi diri di tengah perjalanan. Ditambah lagi, lokasinya yang dekat pelabuhan bikin masjid ini sering jadi tempat singgah buat para penumpang kapal ferry maupun wisatawan yang melintas.

Kalau lagi di sekitar Bakauheni, Masjid BSI ini bisa jadi tempat yang pas buat mampir. Baik buat ibadah, istirahat, atau sekadar menikmati arsitekturnya yang cantik, tempat ini benar-benar memberikan kenyamanan. Plus, kalau datang pas sore hari, suasana di sekitar masjid makin syahdu dengan pemandangan langit senja yang indah!","masjid bsi bakauheni ini bisa dibilang salah satu masjid megah di lampung selatan yang lokasinya strategis banget  dekat sama pelabuhan bakauheni  desainnya modern dengan sentuhan khas islami yang elegan  jadi langsung mencuri perhatian pas pertama kali lihat  bangunan yang megah dan bikin nyaman buat ibadah atau sekadar istirahat sejenak setelah perjalanan jauh 

selain jadi tempat ibadah  masjid ini juga punya fasilitas yang lengkap  area wudhunya luas  tempat parkirnya lega  dan ada juga tempat istirahat buat musafir yang butuh rehat sebentar  yang bikin makin nyaman  suasananya adem dan bersih  cocok buat refleksi diri di tengah perjalanan  ditambah lagi  lokasinya yang dekat pelabuhan bikin masjid ini sering jadi tempat singgah buat para penumpang kapal ferry maupun wisatawan yang melintas 

kalau lagi di sekitar bakauheni  masjid bsi ini bisa jadi tempat yang pas buat mampir  baik buat ibadah  istirahat  atau sekadar menikmati arsitekturnya yang cantik  tempat ini benar benar memberikan kenyamanan  plus  kalau datang pas sore hari  suasana di sekitar masjid makin syahdu dengan pemandangan langit senja yang indah",Positif,0.9999678135,-5.864864,105.7488752
Pasar Tradisional Bakauheni,Hilltop Resort,Ade Anisa Icha,3,4 tahun lalu,Tempat ter-rame pas puasa di pinggir jalan banyak yg buka lapak jadi seru aja liatnya,tempat ter ramai pas puasa di pinggir jalan banyak yang buka lapak jadi seru aja liatnya,Positif,0.9999693632,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Abdul Rasjid,5,2 bulan lalu,Pasar paling ujung bagian selatan pulau sumatera,pasar paling ujung bagian selatan pulau sumatera,Netral,0.9988382459,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Ceria Novita,4,setahun lalu,"Maaf mau tanya kalau mau lahiran normal/SC pas mules di bawa k RS harus pakai rujukan atau bisa langsung tanpa rujukan ya? Terus kalau langsung kesana tanpa rujukan apa bisa masuk BPJS? Tolong penjelasannya, jgn nyuruh tanya k RS lgsg, tanya Disni aja mohon bantu jawab",maaf mau tanya kalau mau lahiran normal sc pas mules di bawa k rs harus pakai rujukan atau bisa langsung tanpa rujukan ya  terus kalau langsung kesana tanpa rujukan apa bisa masuk bpjs  tolong penjelasannya  jgn nyuruh tanya k rs lgsg  tanya disni aja mohon bantu jawab,Netral,0.9998733997,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Titis Andaru,3,3 tahun lalu,"Pasarnya susah parkir karena kendaraan hanya parkir dipinggir jalan..pasarnya lumayan berupa kios-kios jejer..jualannya aneka kios sayuran, ikan, buah, ayam, kelontong, pakaian, pecah belah plastik, jajanan pasar, oiya ada jualan santan fresh langsung diparut dan disaring ditempat.

Mulai sepi/tutup sekitar jam 4 sore..","pasarnya susah parkir karena kendaraan hanya parkir dipinggir jalan  pasarnya lumayan berupa kios kios jejer  jualannya aneka kios sayuran  ikan  buah  ayam  kelontong  pakaian  pecah belah plastik  jajanan pasar  oiya ada jualan santan fresh langsung diparut dan disaring ditempat 

mulai sepi tutup sekitar jam 4 sore",Positif,0.9999539852,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Ilham Farestu,5,setahun lalu,Ramai pengunjungnya. Tapi sayang tempat parkir kendaraan makan bahu jalan,ramai pengunjungnya  tapi sayang tempat parkir kendaraan makan bahu jalan,Positif,0.9998794794,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,LUCKY A PUTRA,5,5 tahun lalu,"Salah satu pasar yang ramai di kunjungi pembeli lokal/seputaran kec bakau heni ..
Ada juga sih kendaraan yang mampir untuk berbelanja ,,khususnya mereka yang hendak melanjutkan perjalanan atau menuju pulau Jawa,,naik kapal Ferry,,karna  memang letaknya sangat strategis,,uuups
masih ada lagi ,,,berdampingan dengan menara siger.","salah satu pasar yang ramai di kunjungi pembeli lokal seputaran kec bakau heni   
ada juga sih kendaraan yang mampir untuk berbelanja   khususnya mereka yang hendak melanjutkan perjalanan atau menuju pulau jawa  naik kapal ferry  karena  memang letaknya sangat strategis  uuups
masih ada lagi    berdampingan dengan menara siger",Positif,0.9999666214,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,NANO sudarno,3,8 bulan lalu,"Parkiran di pinggir jalan, jadi kurang aman",parkiran di pinggir jalan  jadi kurang aman,Negatif,0.9996321201,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Andy Achmad's chanel,4,3 tahun lalu,"Lumayan rapih walaupun tidak terlalu luas tapi cukup lengkap,masih tampak sepi pengunjung mungkin karena efek pandemi.",lumayan rapih walaupun tidak terlalu luas tapi cukup lengkap masih tampak sepi pengunjung mungkin karena efek pandemi,Negatif,0.9999204874,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Lucky A putra,4,4 tahun lalu,"Yang jelas dengan adanya pasar tradisional,masyarakat sekitar baik pembeli dan penjual bisa bertransaksi secara langsung, dan juga bisa tawar menawar harga.",yang jelas dengan adanya pasar tradisional masyarakat sekitar baik pembeli dan penjual bisa bertransaksi secara langsung  dan juga bisa tawar menawar harga,Netral,0.7196257114,-5.8644301,105.747739
Pasar Tradisional Bakauheni,Hilltop Resort,Yuli Yanadewi,3,Diedit 2 tahun lalu,Bener2 pasar tradisional. Klo cari barang yg canggih/mahal n terupdate ga ada.,bener2 pasar tradisional  klo cari barang yang canggih mahal n terupdate ga ada,Negatif,0.9998236299,-5.8644301,105.747739
Krakatau Park Lampung,Hilltop Resort,keluarga ku,4,seminggu lalu,"Wahana permainan yg lokasinya deket Pelabuhan Bakauheni. Dapet harga promo TikTok cuma 40k/orang, lumayan hihi 😆 untuk nasi dan mineral bermerek tidak boleh, hanya boleh tumbler dan jajanan ringan (chiki, buah,dsb)
• Sepeda langit: paling rame antreannya, saran pas masuk langsung naik ini dulu karna pemandangan dri atas bagus apalagi view arah laut
• Galeri sains: sebenernya bagus buat anak-anak dan edukatif, tapi pas gw ke sana beberapa permainan udh ga berfungsi, berdebu, dan lagi masa perbaikan. Buat pengelola tolong ya rutin dicheck in… tpi petugas yg jaga ramah & informatif, keren!
• Mobil disko: seru, tapi gw dapet mobil pink yg udah mau sekarat keknya 😭 nah saran lagi buat pengelola dicek rutin ya, masa udah antre2 tp malah ga puas mainnya dan kasian juga petugasnya bolak-balik nganuin klo misal mobil nya ga jalan.
• Ayunan terbang: seruuu saran tambahin backsound ahaha biar asik.
• Kuda terbang: yaaa roller coaster tp ga serem, oke lah cobain juga ini.
• Rumah hantu: zeruu cobain geh, dia tiap lorong beda beda gituu jdi ga flat. Disclaimer: disini ga ada hantu manusia, ga dikagetin, jadi aman
• Cinema 4D: wajib masuk plisss! Seru!
• Blue shake: badan gw berasa dibolakbalik 😭 iniiiiii seru begete
• Tunggang banteng : cobainn juga ini soalnya trmasuk stan jarang ada yg mainin, petugasnya ini paling ramah dan murah senyum jg.
• Lava seluncur: seru dan dari sini bisa langsung ke food court jadi rutenya ga bolak-balik
• Istana anak: dingin, fasilitasnya bagus.

🚻 Toilet & musholla: lumayan bersih

Food court:
Per nasi + ayam ±30–35k
Katsu 30-35k
Ricebowl gyudon 30-35k
Pop Mie 15k
Bakso 30k
Air mineral 8k
Ice cream 10k
Btw ayam bakarnya enak ⭐️

• Bianglala: sebelum pulang naik ini dulu sambil nikmatin Krakatau Park.

(-) Sayangnya Misteri Krakatau lagi perbaikan pas gw ke sana. Overall 8.5/10","wahana permainan yang lokasinya deket pelabuhan bakauheni  dapet harga promo tiktok cuma 40k orang  lumayan hihi   untuk nasi dan mineral bermerek tidak boleh  hanya boleh tumbler dan jajanan ringan  chiki  buah dsb 
  sepeda langit  paling ramai antreannya  saran pas masuk langsung naik ini dulu karena pemandangan dri atas bagus apalagi view arah laut
  galeri sains  sebenernya bagus buat anak anak dan edukatif  tapi pas gw ke sana beberapa permainan udh ga berfungsi  berdebu  dan lagi masa perbaikan  buat pengelola tolong ya rutin dicheck in  tpi petugas yang jaga ramah   informatif  keren 
  mobil disko  seru  tapi gw dapet mobil pink yang sudah mau sekarat keknya   nah saran lagi buat pengelola dicek rutin ya  masa sudah antre2 tapi malah ga puas mainnya dan kasian juga petugasnya bolak balik nganuin klo misal mobil nya ga jalan 
  ayunan terbang  seruuu saran tambahin backsound ahaha biar asik 
  kuda terbang  yaaa roller coaster tapi ga serem  ok lah cobain juga ini 
  rumah hantu  zeruu cobain geh  dia tiap lorong beda beda gituu jdi ga flat  disclaimer  disini ga ada hantu manusia  ga dikagetin  jadi aman
  cinema 4d  wajib masuk plisss  seru 
  blue shake  badan gw berasa dibolakbalik   iniiiiii seru begete
  tunggang banteng   cobainn juga ini soalnya trmasuk stan jarang ada yang mainin  petugasnya ini paling ramah dan murah senyum jg 
  lava seluncur  seru dan dari sini bisa langsung ke food court jadi rutenya ga bolak balik
  istana anak  dingin  fasilitasnya bagus 

  toilet   musholla  lumayan bersih

food court 
per nasi   ayam  30 35k
katsu 30 35k
ricebowl gyudon 30 35k
pop mie 15k
bakso 30k
air mineral 8k
ice cream 10k
btw ayam bakarnya enak   

  bianglala  sebelum pulang naik ini dulu sambil nikmatin krakatau park 

    sayangnya misteri krakatau lagi perbaikan pas gw ke sana  overall 8 5 10",Positif,0.9999254942,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,Farisca Nurdiana,4,seminggu lalu,"aaa bener” excited cobain semua wahana nyaa with my bf, meskipun siang bolong panas tapi HAPPY😻 …",aaa bener  excited cobain semua wahana nyaa with my bf  meskipun siang bolong panas tapi happy,Positif,0.9999654293,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,Arief Apriandi,5,6 bulan lalu,"Tiket 100 ribu perorang, anak diatas 85cm sudah dihitung. Harga tsb bisa untuk naik semua wahana termasuk kolam renang. Satu wahana bisa naik berkali-kali tapi jika ada antrian, antri lagi.

Pas masuk ada pengecekan tas, karena tidak boleh membawa makanan dan minuman.. Tapi boleh membawa minum jika bawa tumbler sendiri.

Hampir seluruh wahana dalam kondisi baik dan terawat. Jika tidak ramai satu hari cukup untuk nyobain semua.

Terdapat juga kantin yang menjual minuman 5-10, popmie 15k, bakso 30k, makanan spt siomay dimsum ff dan snack dll 20-30k, nasi fried chicken, dll.

Overall nice untuk liburan keluarga atau liburan remaja.","tiket 100 ribu perorang  anak diatas 85cm sudah dihitung  harga tsb bisa untuk naik semua wahana termasuk kolam renang  satu wahana bisa naik berkali kali tapi jika ada antrian  antri lagi 

pas masuk ada pengecekan tas  karena tidak boleh membawa makanan dan minuman   tapi boleh membawa minum jika bawa tumbler sendiri 

hampir seluruh wahana dalam kondisi baik dan terawat  jika tidak ramai satu hari cukup untuk nyobain semua 

terdapat juga kantin yang menjual minuman 5 10  popmie 15k  bakso 30k  makanan spt siomay dimsum ff dan snack dll 20 30k  nasi fried chicken  dll 

overall nice untuk liburan keluarga atau liburan remaja",Positif,0.9999632835,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,Selpa Sari,5,2 bulan lalu,"Semua karyawan yg kerja Sangat ramah, baik dan service nya oke. Dan kemarin dapet tiket happy our jam 2 tiket bertiga hanya bayar 120 karna Yg bayar 2 orang aja ya 1 anak dibawah 85cm masuk gratis. Happy bangettt kesini. Wahana nya juga lengkap sukaak, pengen balik lagii tpi lumayan jauh kalo dari bandar lampung 🤣 tapi happy pas sampe lokasi",semua karyawan yang kerja sangat ramah  baik dan service nya ok  dan kemarin dapet tiket happy our jam 2 tiket bertiga hanya bayar 120 karena yang bayar 2 orang aja ya 1 anak dibawah 85cm masuk gratis  happy bangettt kesini  wahana nya juga lengkap sukaak  pengen balik lagii tpi lumayan jauh kalo dari bandar lampung   tapi happy pas sampe lokasi,Positif,0.9999670982,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,Mama Kencana Kencini,5,4 minggu lalu,"Yuhuhuhuhuuu... Tempat luas, main sepuasnya, berkali kali boleh, naik sendirian boleh ga harus nunggu penuh, area makan oke, mushola oke, toilet banyak dan bersih.

Musium sians, bola tembak angin, seluncuran, bombomcar, bombomcar anak anak, trampolin di area playland, kincir angin, bioskop 4d, rumah hantu, dan boleh main berkali kali. Keren.","yuhuhuhuhuuu    tempat luas  main sepuasnya  berkali kali boleh  naik sendirian boleh ga harus nunggu penuh  area makan ok  mushola ok  toilet banyak dan bersih 

musium sians  bola tembak angin  seluncuran  bombomcar  bombomcar anak anak  trampolin di area playland  kincir angin  bioskop 4d  rumah hantu  dan boleh main berkali kali  keren",Positif,0.9999668598,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,zanveil,1,seminggu lalu,"⭐☆☆☆☆ (1 bintang)
Sangat merugikan dan mengecewakan. Saya paham aturan tertulis bahwa tiket tidak bisa di reschedule, tapi kebijakan seperti ini tidak punya empati sama sekali ke pengunjung. Saya beli tiket online, lalu ada kondisi mendadak yang membuat saya benar-benar tidak bisa datang. Saya sudah menghubungi pihak terkait dan minta solusi dengan baik-baik, tapi hasilnya nol besar. Tidak ada kebijakan, tidak ada toleransi, tiket LANGSUNG HANGUS dan uang saya hilang padahal TIDAK DIPAKAI SAMA SEKALI.
Ini bukan soal baca atau tidak baca aturan. Ini soal pelayanan yang tidak berpihak ke konsumen. Tiket tidak digunakan, tempat juga tidak rugi apa-apa, tapi konsumen dipaksa rugi penuh. Sangat disayangkan tempat wisata besar tapi kebijakannya kaku, tidak adil, dan sangat merugikan pengunjung.
Pengalaman ini bikin kapok. Seharusnya pengelola ditegur dan evaluasi, karena kebijakan seperti ini jelas menyakiti dan merugikan konsumen.","1 bintang 
sangat merugikan dan mengecewakan  saya paham aturan tertulis bahwa tiket tidak bisa di reschedule  tapi kebijakan seperti ini tidak punya empati sama sekali ke pengunjung  saya beli tiket online  lalu ada kondisi mendadak yang membuat saya benar benar tidak bisa datang  saya sudah menghubungi pihak terkait dan minta solusi dengan baik baik  tapi hasilnya nol besar  tidak ada kebijakan  tidak ada toleransi  tiket langsung hangus dan uang saya hilang padahal tidak dipakai sama sekali 
ini bukan soal baca atau tidak baca aturan  ini soal pelayanan yang tidak berpihak ke konsumen  tiket tidak digunakan  tempat juga tidak rugi apa apa  tapi konsumen dipaksa rugi penuh  sangat disayangkan tempat wisata besar tapi kebijakannya kaku  tidak adil  dan sangat merugikan pengunjung 
pengalaman ini bikin kapok  seharusnya pengelola ditegur dan evaluasi  karena kebijakan seperti ini jelas menyakiti dan merugikan konsumen",Negatif,0.9999493361,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,Rimba Wati,5,6 bulan lalu,Untuk harga tiket 100rb/org menurutku murah ya krn kt bebas main semua wahana,untuk harga tiket 100rb org menurutku murah ya karena kt bebas main semua wahana,Positif,0.9999614954,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,marfuah maree,5,7 bulan lalu,Baru pertama kesini.. Lumayan sih tiket masuk nya murah. Dan semua wahana nya gratis. Wahana nya jg banyak hampir mirip kaya di dufan. Cuma kurang nya panaassss.. Harusnya di istana anak di kasih AC. Kan tempat nya jg tertutup. Cuma ada kipas angin dan blower.. Gk ngefek ttep panas.,baru pertama kesini   lumayan sih tiket masuk nya murah  dan semua wahana nya gratis  wahana nya jg banyak hampir mirip kaya di dufan  cuma kurang nya panaassss   harusnya di istana anak di kasih ac  kan tempat nya jg tertutup  cuma ada kipas angin dan blower   tidak ngefek ttep panas,Positif,0.9998617172,-5.8637357,105.7499126
Krakatau Park Lampung,Hilltop Resort,Suci Cintya Dewi,5,2 tahun lalu,"Super recomended, utk harga 100rb terhitung sangat murah, dibandingkan dengan main di mall,festival atau pasar malam.

Tips:
- Datang dari pagi, bisa main sepuasnya tanpa antri panjang.
- Bawa payung, topi, sunscreen, kacamata hitam, masker, kipas portable, utk antisipasi cuaca panas karena dipinggir laut.
- Bawa kaos kaki, utk main di istana anak.
Karena wajib, kalo beli 10rb/pcs.

- Tidak boleh bawa makanan, bawa tumbler masing2 saja, lumayan menghemat budget, minuman kemasan tidak boleh, snack2 jg tidak boleh, tapi ada aja yg menyisipkan dibarang bawaan.. asal tidak terlihat saat pemeriksaan tas aman saja sepertinya.

Tapi untuk makanan besar sepertinya sulit, mau gak mau harus makan di foodcourtnya.

Harga makanan:

• Friedchicken  25rb
Ayam enak, nasinya kurang fresh
• Ayam bakar 30rb
Ayamnya enak tapi kurang fresh, sambelnya zonk banged, gak enak.
• Gyudon - nasgor 30rb
Recomended, enak banged.

Di area kolam renang:
Air mineral 8rb, es 15rb

Toilet bersih, musholah ada...
Ada sewa ebike jg 150rb/3 jam.

Bawa keluarga ramean seru banged ko..super recomended. Cobain gehh...","super bagus  untuk harga 100rb terhitung sangat murah  dibandingkan dengan main di mall festival atau pasar malam 

tips 
  datang dari pagi  bisa main sepuasnya tanpa antri panjang 
  bawa payung  topi  sunscreen  kacamata hitam  masker  kipas portable  untuk antisipasi cuaca panas karena dipinggir laut 
  bawa kaos kaki  untuk main di istana anak 
karena wajib  kalo beli 10rb pcs 

  tidak boleh bawa makanan  bawa tumbler masing2 saja  lumayan menghemat budget  minuman kemasan tidak boleh  snack2 jg tidak boleh  tapi ada aja yang menyisipkan dibarang bawaan   asal tidak terlihat saat pemeriksaan tas aman saja sepertinya 

tapi untuk makanan besar sepertinya sulit  mau tidak mau harus makan di foodcourtnya 

harga makanan 

  friedchicken  25rb
ayam enak  nasinya kurang fresh
  ayam bakar 30rb
ayamnya enak tapi kurang fresh  sambelnya zonk banged  tidak enak 
  gyudon   nasgor 30rb
bagus  enak banged 

di area kolam renang 
air mineral 8rb  es 15rb

toilet bersih  musholah ada   
ada sewa ebike jg 150rb 3 jam 

bawa keluarga ramean seru banged ko  super bagus  cobain gehh",Positif,0.9985944629,-5.8637357,105.7499126
